record_id,legacy_id,name,company,state,county,structured_road_sequence,current_state,driver_rule_status,gps_source,destination_latitude,destination_longitude,directory_gps_source,directory_coordinate_role,directory_latitude,directory_longitude,record_revision,navigation_label,origin,blocker,receipt
7997ba1f-ec1f-4e2f-a67f-8d36837aca67,ascent--skyline,SKYLINE,Ascent,Ohio,Belmont,I-70 → Exit 213 → OH-331 → Lease Road → OR → OH-149 → Lease Road,3,GPS_ONLY,ODNR pad,40.163318,-81.007131,ODNR pad,official pad reference,40.163318,-81.007131,1787459253071652,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
59d66423-1e09-4ac8-b2ab-ae2d06d11f12,ascent--smith,SMITH,Ascent,Ohio,Belmont,OH-7 → US-250 → Lease Road,3,GPS_ONLY,saved,40.112328,-80.81926,saved,saved pad reference,40.112328,-80.81926,1786265812046205,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
160d3e78-8db6-44dd-8b2c-4bdeb0f678b9,ascent--sophia-joe,SOPHIA JOE,Ascent,Ohio,Belmont,US-250 → Mercer Rd → Prokes Rd → Access Road → OR → OH-150 → US-250 → Mercer Rd → Prokes Rd → Access Road,3,GPS_ONLY,saved,40.125229,-80.856075,saved,saved pad reference,40.125229,-80.856075,1786258360881449,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
d70f5f1d-7f44-4a5e-9b05-06264f56470d,ascent--three-dads,THREE DADS,Ascent,Ohio,Belmont,OH-7 → Route 70 → Exit 218 → Mall Rd → US-40 → Barton Rd → Pad,3,GPS_ONLY,saved,40.099252,-80.855031,saved,saved pad reference,40.099252,-80.855031,1786265812046205,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
cd4f6dcc-b603-4155-84b2-30d7ee87bbc7,ascent--truchan-ne,TRUCHAN NE,Ascent,Ohio,Belmont,I-70 → Exit 216 → OH-9 → Shepherdstown Rd → Fairpoint Shepherdstown Rd → Sloans Run Rd → OR → OH-9 → Shepherdstown Rd → Fairpoint Shepherdstown Rd → Sloans Run Rd,reviewed_handoff_authority_held,DONE,saved,40.146637,-80.931651,saved,saved pad reference,40.146637,-80.931651,1786258360881449,Named roads to saved pin,phone current location,,"TRUCHAN NE exact-record OH-9, Shepherdstown, Fairpoint-Shepherdstown, and Sloans Run reviewed handoff with unapproved GPS tail"
c10e2066-d6b7-4117-aea9-137dd1237b3a,ascent--truchan-nw,TRUCHAN NW,Ascent,Ohio,Belmont,I-70 → Exit 216 → OH-9 → Shepherdstown Rd → Fairpoint Shepherdstown Rd → OR → OH-9 → Shepherdstown Rd → Fairpoint Shepherdstown Rd,reviewed_handoff_authority_held,DONE,saved,40.147814,-80.935886,saved,saved pad reference,40.147814,-80.935886,1786258360881449,Named roads to saved pin,phone current location,,"TRUCHAN NW exact-record OH-9, Shepherdstown, and Fairpoint-Shepherdstown reviewed handoff with unapproved GPS tail"
ce5d219e-1d2c-47c8-b921-3f2abfe45c5d,ascent--vannelle,VANNELLE,Ascent,Ohio,Belmont,I-70 → Exit 216 → OH-9 → Shepherdstown Rd → Pad → OR → OH-9 → Shepherdstown Rd → Pad → OR → OH-149 → OH-9 → Shepherdstown Rd → Pad,3,GPS_ONLY,saved,40.14744,-80.961696,saved,saved pad reference,40.14744,-80.961696,1786258360881449,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
55f7328d-0da2-430d-8ecb-89ad91260f61,ascent--violet,VIOLET,Ascent,Ohio,Belmont,Route 70 → Exit 208 → OH-149 → OH-147 → CR-4 → Mcclainsville Rd → Pad,3,GPS_ONLY,saved,40.014235,-80.793111,saved,saved pad reference,40.014235,-80.793111,1786265812046205,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
a26bd78e-5be2-4484-908e-3df512de2296,ascent--wassmann,WASSMANN,Ascent,Ohio,Belmont,I-70 → Exit 208 → OH-149 → Bethesda Belmont Rd → Bridge St → Main St → OH-147 / Jefferson St → Winding Hill Rd → Lease Road,3,GPS_ONLY,saved,39.991086,-80.787849,saved,saved pad reference,39.991086,-80.787849,1786265812046205,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
ebe8e078-ab41-4151-84fb-4186772b4a07,ascent--west,WEST,Ascent,Ohio,Belmont,Exit 208 → OH-149 → OH-147 → Tailor Ct → Country Rd → Route 5 → CR-5 → Lease Road,3,GPS_ONLY,saved,39.92022,-80.86322,saved,saved pad reference,39.92022,-80.86322,1786265812046205,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
25dc9adf-e09a-4cfa-8900-59492fbad0ec,ascent--wheeling-valley,WHEELING VALLEY,Ascent,Ohio,Belmont,I-70 → OH-9 / N Toward Shepherdstown Rd → Fairpoint Shepherdstown Rd → Sloans Run Rd → Dunn Rd → Morgan Rd,reviewed_handoff_authority_held,DONE,saved,40.153061,-80.923517,saved,saved pad reference,40.153061,-80.923517,1786258360881449,Named roads to saved pin,phone current location,,"WHEELING VALLEY exact-record Shepherdstown, Fairpoint-Shepherdstown, Sloans Run, Dunn, and Morgan reviewed handoff with unapproved GPS tail"
f90abbf8-d7a6-4437-9668-23aadb80eeef,ascent--wise,WISE,Ascent,Ohio,Belmont,OH-7 → I-470 → Exit 3 → Lease Road,3,GPS_ONLY,saved,40.046772,-80.782373,saved,saved pad reference,40.046772,-80.782373,1787459253071652,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
f2df293f-13a2-401e-96b2-21e71ac63e6a,ascent--withey,WITHEY,Ascent,Ohio,Belmont,Exit 202 → I-70 → OH-800 → Gobblers Knob Rd → Lease Road,reviewed_handoff_authority_held,DONE,saved,39.962005,-81.216813,saved,verified driver entrance,39.962005,-81.216813,1786246617744175,Named roads to saved pin,phone current location,,WITHEY exact-record Gobblers Knob Road reviewed entrance handoff
a2e0fe73-db17-44fd-86ce-5a0759971607,ascent--wright,WRIGHT,Ascent,Ohio,Belmont,Exit 208 → OH-149 → OH-147 → Boyds Ridge Rd → Lease Road,3,GPS_ONLY,saved,40.006933,-80.845086,saved,saved pad reference,40.006933,-80.845086,1786265812046205,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
81b842b1-9f67-4be4-b94f-7a2ae402b740,ascent--atmos,ATMOS,Ascent,Ohio,Guernsey,I-70 → Exit 198 → Fair Rd → Waymor Rd → Lease Road,3,GPS_ONLY,saved,40.05752,-81.265294,saved,saved pad reference,40.05752,-81.265294,1786258360881449,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
0b76ebf9-8ed9-46a7-957d-12c2617d61df,ascent--ayers,AYERS,Ascent,Ohio,Guernsey,Rainbow Rd Follow Rainbow Rd → Lease Road,3,GPS_ONLY,saved,40.111221,-81.394485,saved,saved pad reference,40.111221,-81.394485,1786265512886177,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
6a76157e-c1c5-4624-bdf3-db996ed3aebd,ascent--betts,BETTS,Ascent,Ohio,Guernsey,US-22 → Mc Coy Rd → OR → OH-513 → US-22 → Mc Coy Rd,3,GPS_ONLY,saved,40.105342,-81.260282,saved,saved pad reference,40.105342,-81.260282,1786258360881449,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
59061829-1122-4aae-872d-cf5024310373,ascent--bilinovich,BILINOVICH,Ascent,Ohio,Guernsey,US-22 E → McCoy Rd / CR-82 → Merry Rd / TR-967 → Penrose Rd / CR-694 → Logan Rd / CR-964 → Turkle Rd / TR-693 → trusted lease approach → BILINOVICH,reviewed_handoff_authority_held,DONE,ODNR pad,40.08738445,-81.3028262,saved,saved pad reference,40.08863,-81.304164,1787802711836476,Named roads to saved pin,phone current location,,BILINOVICH frozen PR #174 no-Blaze handoff
0dc102c5-1640-47bf-9975-736cf684c227,ascent--brown,BROWN,Ascent,Ohio,Guernsey,I-77 → Exit Turn Right Up Hill → OH-21 → Lease Road,3,GPS_ONLY,ODNR pad,40.182389,-81.413411,ODNR pad,official pad reference,40.182389,-81.413411,1786265812046205,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
58c94af4-32b1-4f80-a278-a5f73688fa23,ascent--caston,CASTON,Ascent,Ohio,Guernsey,US-22 → Mc Coy Rd → Jasper Rd → Caston Rd → OR → OH-513 → US-22 → Mc Coy Rd → Jasper Rd → Caston Rd,reviewed_handoff_authority_held,DONE,saved,40.130458,-81.328059,saved,saved pad reference,40.130458,-81.328059,1786258360881449,Named roads to saved pin,phone current location,,"CASTON exact-record McCoy, Jasper, and Caston Road reviewed handoff"
b22c557a-950a-4ed7-a65a-f4730b9bc727,ascent--circle-oaks,CIRCLE-OAKS,Ascent,Ohio,Guernsey,OH-342 → OH-258 → Martha Rd → Titus Rd → Pad,reviewed_handoff_authority_held,DONE,saved,40.176413,-81.34877,saved,verified driver entrance,40.176413,-81.34877,1787459253071652,Named roads to saved pin,phone current location,,"CIRCLE-OAKS exact-record OH-258, Martha, and Titus Road reviewed entrance handoff"
57e1d8d2-0d6c-481f-881d-1839a72a037b,ascent--coad,COAD,Ascent,Ohio,Guernsey,I-70 → Exit 193 → OH-513 → Oxford Rd → Lease Road → OR → OH-1 → OH-513 / North/batesville Road./pike St → Oxford Rd → Lease Road,3,GPS_ONLY,saved,40.033571,-81.258135,saved,saved pad reference,40.033571,-81.258135,1786258360881449,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
852a50cf-855e-4ebc-96db-19edd085b083,ascent--cooper,COOPER,Ascent,Ohio,Guernsey,OH-258 → Martha Rd → Titus → Sligo → Turkey Run → Tanglwood Ln → Lease Road,3,GPS_ONLY,saved,40.164905,-81.405149,saved,saved pad reference,40.164905,-81.405149,1787459253071652,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
8a7b9669-169d-45a5-bf55-b9be5cbd51e2,ascent--donna,DONNA,Ascent,Ohio,Guernsey,OH-800 → US-22 → Skull Fork Rd → Bond Ln → OR → I-77 → Exit 47 → US-22 → Skull Fork Rd → Bond Ln → OR → I-70 → Exit 193 → OH-513 → US-22 → Skull Fork Rd → Bond Ln,3,GPS_ONLY,saved,40.123656,-81.252093,saved,saved pad reference,40.123656,-81.252093,1787459253071652,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
58fd9d03-e992-457e-95d3-6773c8f86b9c,ascent--eggleston,EGGLESTON,Ascent,Ohio,Guernsey,I-70 → Exit 186 → OH-285 → Buckeye Hiking Trail → County Home Rd → Easton Rd,3,GPS_ONLY,saved,40.035153,-81.413456,saved,saved pad reference,40.035153,-81.413456,1786258360881449,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
bd2e0e20-8aa8-4e05-a4c0-0af312234853,ascent--gil,GIL,Ascent,Ohio,Guernsey,US-22 / Mccoy Rd → Mccoy Rd → Merry Rd → Penrose Rd → Logan Rd → Lease Road,reviewed_handoff_authority_held,DONE,saved,40.09387,-81.29646,saved,saved pad reference,40.09387,-81.29646,1786258360881449,Named roads to saved pin,phone current location,,"GIL exact-record McCoy, Merry, Penrose, and Logan Road reviewed handoff"
71c9c874-5514-46a4-8d91-b105c6734799,ascent--gilcher,GILCHER,Ascent,Ohio,Guernsey,US-22 → Mc Coy Rd → Merry Rd → Penrose Rd → OR → OH-513 → US-22 → Mc Coy Rd → Merry Rd → Penrose Rd,reviewed_handoff_authority_held,DONE,saved,40.100079,-81.295657,saved,saved pad reference,40.100079,-81.295657,1786258360881449,Named roads to saved pin,phone current location,,"GILCHER exact-record McCoy, Merry, and Penrose Road reviewed handoff"
efb704af-2dc0-4298-81c3-bad2ac13787b,ascent--gingerich,GINGERICH,Ascent,Ohio,Guernsey,Route 70 → Exit 193 → OH-513 → OH-22 → Pad,3,GPS_ONLY,saved,40.091693,-81.326033,saved,saved pad reference,40.091693,-81.326033,1786265812046205,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
4d010be1-39a8-4e4e-8bc8-d2b3337964e8,ascent--henry,HENRY,Ascent,Ohio,Guernsey,US-70 → OH-513 → US-22 → Mccoy Rd → Tyson Mill Rd → OR → OH-1 → OH-800 → Mccoy Rd → Tyson Mill Rd,3,GPS_ONLY,saved,40.129593,-81.289909,saved,saved pad reference,40.129593,-81.289909,1786265812046205,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
351b72fb-eb48-4355-b6fc-d8e9a867f79c,ascent--hoop,HOOP,Ascent,Ohio,Guernsey,I-77 → US-22 → Titus Rd → Lease Road,reviewed_handoff_authority_held,DONE,saved,40.166384,-81.325728,saved,saved pad reference,40.166384,-81.325728,1787459253071652,Named roads to saved pin,phone current location,,HOOP exact-record US-22 and Titus Road reviewed approach; post-Titus GPS/lease tail unapproved
8698112a-c3b4-453e-94d0-bcf4b2476cfb,ascent--j-barr-j,J BARR J,Ascent,Ohio,Guernsey,I-70 → Exit 193 → OH-513 → Oxford Rd → Lease Road,3,GPS_ONLY,saved,40.03226,-81.263847,saved,saved pad reference,40.03226,-81.263847,1786258360881449,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
f80dea77-db11-45f8-b30c-6c6abb85e469,ascent--jackalope,JACKALOPE,Ascent,Ohio,Guernsey,OH-800 → OH-342 → OH-258 → Martha Rd → Titus Rd → Lodge Rd → Cox → Pad,reviewed_handoff_authority_held,DONE,saved,40.164159,-81.356092,saved,saved pad reference,40.164159,-81.356092,1786265812046205,Named roads to saved pin,phone current location,,"JACKALOPE exact-record Martha, Titus, Lodge, and Cox reviewed handoff with unapproved GPS tail"
fcbf5085-4ba2-496d-9c20-516e8b52f9bd,ascent--jennings,JENNINGS,Ascent,Ohio,Guernsey,I-70 → Exit 186 → OH-285 → Pad,reviewed_handoff_authority_held,DONE,saved,40.010991,-81.457719,saved,saved pad reference,40.010991,-81.457719,1787615581785257,Named roads to saved pin,phone current location,,JENNINGS exact-record OH-285 reviewed highway-direct handoff; final saved-GPS tether unnamed and unapproved
894fffa5-bd8f-4de6-acea-6296382d9c14,ascent--kroby,KROBY,Ascent,Ohio,Guernsey,Ohsr22 To Lodge Rd → Pad,3,GPS_ONLY,saved,40.122349,-81.360599,saved,saved pad reference,40.122349,-81.360599,1786258360881449,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
ccf7415a-331b-440a-829d-28282a33cde1,ascent--lake,LAKE,Ascent,Ohio,Guernsey,US-22 → Mc Coy Rd → Tyson Mill Rd → Pennyroyal Rd → OR → US-250 → US-22 → Mc Coy Rd → Tyson Mill Rd → Pennyroyal Rd → OR → I-70 → Exit 193 → OH-513 → US-22 → Mc Coy Rd → Tyson Mill Rd → Pennyroyal Rd,reviewed_handoff_authority_held,DONE,saved,40.14776,-81.295527,saved,saved pad reference,40.14776,-81.295527,1786258360881449,Named roads to saved pin,phone current location,,"LAKE exact-record McCoy, Tyson Mill, and Pennyroyal Road reviewed handoff"
883420b3-07b9-4682-912e-42ba278d1132,ascent--lavada,LAVADA,Ascent,Ohio,Guernsey,I-70 → Exit 186 → OH-285 → OH-265 → Salem Rd → Lease Road,3,GPS_ONLY,saved,39.97411,-81.412098,saved,saved pad reference,39.97411,-81.412098,1786265812046205,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
143f5268-33e4-4598-8101-40220b5cfdc4,ascent--lawson,LAWSON,Ascent,Ohio,Guernsey,US-22 → Mc Coy Rd → Tyson Mill Rd → Millers Fork Rd → OR → US-250 → US-22 → Mc Coy Rd → Tyson Mill Rd → Millers Fork Rd → OR → I-70 → Exit 193 → OH-513 → US-22 → Mc Coy Rd → Tyson Mill Rd → Millers Fork Rd,reviewed_handoff_authority_held,DONE,saved,40.124991,-81.295913,saved,saved pad reference,40.124991,-81.295913,1786258360881449,Named roads to saved pin,phone current location,,LAWSON record-bound reviewed handoff
65083627-e1a1-4688-8ed0-d279011963e2,ascent--leila,LEILA,Ascent,Ohio,Guernsey,OH-22 → OH-800,3,GPS_ONLY,saved,40.168102,-81.2548,saved,saved pad reference,40.168102,-81.2548,1787459253071652,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
6a46001d-bc61-4cd2-8c30-40e5366aaa69,ascent--lincoln,LINCOLN,Ascent,Ohio,Guernsey,I-77 → Exit 47 → US-22E → A Right On Fairground Rd → Rhinehart Rd → Lease Road → OR → US-22,3,GPS_ONLY,saved,40.091674,-81.360771,saved,saved pad reference,40.091674,-81.360771,1786258360881449,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
5c4a497e-cf33-48dd-8272-9fd06ebb9e6a,ascent--lodge,LODGE,Ascent,Ohio,Guernsey,OH-342 → OH-258 → Martha Rd → Titus Rd → Lodge Rd → Lease Road → OR → Pad,reviewed_handoff_authority_held,DONE,ODNR wellhead,40.164138,-81.351162,ODNR wellhead,official wellhead reference,40.164138,-81.351162,1786265812046205,Named roads to saved pin,phone current location,,"LODGE exact-record Martha, Titus, and Lodge reviewed handoff with unapproved lease tail to an official wellhead reference"
6d89d217-9479-40ea-ab0e-64937b8cebc6,ascent--miller-farms,MILLER FARMS,Ascent,Ohio,Guernsey,OH-22 → OH-800 / Smyrna Rd → Eest Main St → High St → OH-342 Westchester Rd → OH-342 → Martha Rd → Titus Rd → Slingo Rd → Sugartree Rd → Pad,3,GPS_ONLY,saved,40.174982,-81.380498,saved,saved pad reference,40.174982,-81.380498,1786265812046205,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
fc8a81c6-ccd5-4d1c-9eb6-507f05317688,ascent--mohorovich,MOHOROVICH,Ascent,Ohio,Guernsey,I-70 → OH-513 → OH-265 → OH-761 → Sparrow Rd,3,GPS_ONLY,saved,39.951763,-81.374778,saved,saved pad reference,39.951763,-81.374778,1786265812046205,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
24ad118d-5618-49c4-a805-40b137f1ebb6,ascent--raber,RABER,Ascent,Ohio,Guernsey,OH-800 / South/smyrna Rd → OH-513 → Hoover Rd → OR → Northeast On US-22 East/highland Ave → US-22 → OH-513 → Hoover Rd → OR → I-70 → Exit 193 → OH-513 → Hoover Rd,3,GPS_ONLY,saved,40.086629,-81.341006,saved,saved pad reference,40.086629,-81.341006,1786258360881449,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
0a2a4a64-6e64-4b7d-9652-e1a97db4fc4f,ascent--rector-c,RECTOR-C,Ascent,Ohio,Guernsey,OH-285 → OH-313E → Salem Rd → New Gottengen Rd → Meadowlark Rd → Lease Road,3,GPS_ONLY,saved,39.955552,-81.395087,saved,saved pad reference,39.955552,-81.395087,1786265812046205,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
be83fc24-5c6a-49cd-88a0-52016ca7b657,ascent--red-hill-farm,RED-HILL-FARM,Ascent,Ohio,Guernsey,US-22 → Access Road → OR → OH-513 → US-22 → Access Road,reviewed_handoff_authority_held,DONE,saved,40.136541,-81.336794,saved,saved pad reference,40.136541,-81.336794,1786258360881449,Named roads to saved pin,phone current location,,RED-HILL-FARM exact-record US-22 reviewed highway-direct handoff; final GPS/access tether unnamed and unapproved
49621232-da89-4960-b1b2-037a7151b28b,ascent--shipman,SHIPMAN,Ascent,Ohio,Guernsey,I-70 → Exit 186 → OH-285 → Buckeye Hiking Trail → County Home Rd → OR → I-77 → Exit 44A → I-70 → Exit 186 → OH-285 → Buckeye Hiking Trail → County Home Rd,3,GPS_ONLY,saved,40.031159,-81.432415,saved,saved pad reference,40.031159,-81.432415,1786258360881449,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
8ed9b8f8-33f6-4701-a4a4-4849d4b8c254,ascent--shugert-daddy,SHUGERT DADDY,Ascent,Ohio,Guernsey,,3,GPS_ONLY,saved,40.0061875,-81.4118155,saved,saved pad reference,40.0061875,-81.4118155,1787459253071652,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
06ac93a2-3b46-44fd-9fa6-2fd29201858a,ascent--skull-fork,SKULL FORK,Ascent,Ohio,Guernsey,I-70 → Exit 202 → OH-800 → US-22 → Repik Ln → Pad,reviewed_handoff_authority_held,DONE,saved,40.159734,-81.260675,saved,verified driver entrance,40.159734,-81.260675,1787459253071652,Named roads to saved pin,phone current location,,SKULL FORK frozen driver rule: Cadiz Road / US-22 → Repik Lane / TR-9876 → exact trusted pin; named-road-to-pin handoff is sufficient without inferred pad-deck or lease geometry
eae4741b-7fb4-4bc3-8b20-26043032acda,ascent--slabaugh,SLABAUGH,Ascent,Ohio,Guernsey,I-70 → OH-285 → OH-313 → Salem Rd → Nighthawk Rd → Lease Road,3,GPS_ONLY,saved,39.95541,-81.4408,saved,saved pad reference,39.95541,-81.4408,1786265512886177,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
90d4f3e4-f0a1-48eb-81f8-ea66ee6c80bb,ascent--stella,STELLA,Ascent,Ohio,Guernsey,I-70 → Exit 193 → Hobbler Rd → Access Road → OR → US-22 → Hobbler Rd → Access Road,3,GPS_ONLY,saved,40.113555,-81.37761,saved,saved pad reference,40.113555,-81.37761,1787459253071652,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
25dc64b5-4a52-4cef-8b2c-62e7e36d64c7,ascent--tarpley,TARPLEY,Ascent,Ohio,Guernsey,Route 70 → OH-513 → Bridgewater Rd → Lease Road,3,GPS_ONLY,saved,40.063839,-81.293734,saved,saved pad reference,40.063839,-81.293734,1786265812046205,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
1e898176-672d-4174-8878-4aae0aee2128,ascent--thomas,THOMAS,Ascent,Ohio,Guernsey,I-70 → Exit 193 → OH-513 → Tyson Mill Rd → Lease Road,reviewed_handoff_authority_held,DONE,saved,40.096986,-81.307667,saved,saved pad reference,40.096986,-81.307667,1786265812046205,Named roads to saved pin,phone current location,,THOMAS exact-record OH-513 and Tyson Mill Road reviewed handoff
6c93d03a-76e8-4c03-b47e-8b7011c81a1a,ascent--troyer,TROYER,Ascent,Ohio,Guernsey,US-22 → Mc Coy Rd → Pennyroyal Rd → Penrose Rd → OR → OH-513 → US-22 → Mc Coy Rd → Pennyroyal Rd → Penrose Rd,reviewed_handoff_authority_held,DONE,saved,40.087025,-81.259818,saved,saved pad reference,40.087025,-81.259818,1786258360881449,Named roads to saved pin,phone current location,,"TROYER exact-record McCoy, Pennyroyal, Penrose, and Jesse Lane pad-access reviewed handoff"
07e2e252-8d2b-47b7-a12a-040deecefcae,ascent--wagler,WAGLER,Ascent,Ohio,Guernsey,Titus Rd → Deck Rd → Lease Road,3,GPS_ONLY,saved,40.164906,-81.308695,saved,saved pad reference,40.164906,-81.308695,1786258360881449,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
c4ef4511-c391-48af-9e1a-7b70b90e9294,ascent--wagner,WAGNER,Ascent,Ohio,Guernsey,I-77 → Exit 44A → I-70 → Exit 193 → OH-513 → Oxford Rd → Basket Rd → Starr Rd → OR → OH-513 → Oxford Rd → Basket Rd → Starr Rd → OR → I-70 → Exit 193 → OH-513 → Oxford Rd → Basket Rd → Starr Rd,3,GPS_ONLY,ODNR pad,40.021181,-81.239429,ODNR pad,official pad reference,40.021181,-81.239429,1786246617744175,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
f8597217-c26a-4b87-aad9-10be70e41590,ascent--waldo,WALDO,Ascent,Ohio,Guernsey,OH-800 → OH-342 → Martha Rd → Titus Rd → Sligo Rd → Birmingham Rd → Freedom Rd → Lease Road,3,GPS_ONLY,saved,40.171589,-81.445777,saved,saved pad reference,40.171589,-81.445777,1786265812046205,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
8e823835-2c10-4275-84e9-4067376fa364,ascent--wampum,WAMPUM,Ascent,Ohio,Guernsey,I-70 → OH-285 → OH-313 → Salem Rd → Nighthawk Rd → Keep Right Onto Divison Rd → Lease Road,3,GPS_ONLY,saved,39.962923,-81.440117,saved,saved pad reference,39.962923,-81.440117,1786258360881449,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
88709ded-fda7-42df-ba94-b6bb6c04e45a,ascent--watson,WATSON,Ascent,Ohio,Guernsey,Route 70 → Exit 193 → OH-513 → OH-265 → OH-761 → Mel Franks Rd → Pad,3,GPS_ONLY,saved,39.963226,-81.362466,saved,saved pad reference,39.963226,-81.362466,1786265812046205,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
5e3668fe-65aa-47b0-b7a9-168686b1827a,ascent--able,ABLE,Ascent,Ohio,Harrison,,3,GPS_ONLY,ODNR pad,40.300459,-80.98825,ODNR pad,official pad reference,40.300459,-80.98825,1786258360881449,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
f84fe2e3-be3f-400d-9683-4d111332fa2b,ascent--ace,ACE,Ascent,Ohio,Harrison,US-250 → Barriclow Rd → Deersville Rd → Aronld Rd → Pad,3,GPS_ONLY,saved,40.280406,-81.068282,saved,saved pad reference,40.280406,-81.068282,1786265812046205,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
9f32ed65-4fb4-4e23-9cf6-87afdb0acb9c,ascent--alpha,ALPHA,Ascent,Ohio,Harrison,Route 22 → Industrial Park Rd → OH-519 → Lease Road → OR → Route 70 → OH-9 → OH-519 → Route 22 → Lease Road,3,GPS_ONLY,saved,40.197838,-81.060432,saved,saved pad reference,40.197838,-81.060432,1786265812046205,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
b7526e45-0b33-4988-ae1c-0a4140971f8e,ascent--banjo,BANJO,Ascent,Ohio,Harrison,OH-9 → OH-519 → Lease Road → OR → US-250 → OH-519 → Pad,2,DONE,saved,40.186964,-80.968365,saved,verified driver entrance,40.186964,-80.968365,1787615581785257,Named roads to saved pin,phone current location,,BANJO frozen OH-519 named approach
39014302-2bd7-4c96-a5f0-0857f99986db,ascent--beacon,BEACON,Ascent,Ohio,Harrison,Domino Pad On Airport Rd → Pad,3,GPS_ONLY,saved,40.228358,-81.038333,saved,saved pad reference,40.228358,-81.038333,1786258360881449,GPS destination only,phone current location,No reviewed named-road sequence; use the trusted GPS destination only.,trusted GPS fallback
0e6f23f1-3bfb-44b0-aa4e-f24dde611880,ascent--beetle,BEETLE,Ascent,Ohio,Harrison,OH-519 → US-250 → Pad,reviewed_handoff_authority_held,DONE,saved,40.185403,-80.922718,saved,saved pad reference,40.185403,-80.922718,1787459253071652,Named roads to saved pin,phone current location,,BEETLE exact-record Sixteen Road reviewed handoff
