"record_id","canonical_id","legacy_id","name","company","state","county","record_revision","structured_road_sequence","trusted_destination_source","trusted_destination_role","destination_latitude","destination_longitude","classification_bucket","last_usable_approved_highway_anchor","anchor_evidence_basis","primary_direction_source","primary_cleaned_road_order","older_sequence_conflict","overlay_status","overlay_reason","overlay_last_highway","ordered_exact_evidence","ordered_exact_section_count","teal_section_count","pr212_read_only_disposition","pr212_read_only_reason","fail_closed_reason","next_gate"
"a26bd78e-5be2-4484-908e-3df512de2296","a26bd78e-5be2-4484-908e-3df512de2296","ascent--wassmann","WASSMANN","Ascent","Ohio","Belmont","1786265812046205","I-70 → Exit 208 → OH-149 → Bethesda Belmont Rd → Bridge St → Main St → OH-147 / Jefferson St → Winding Hill Rd → Lease Road","saved_pad_gps","saved pad reference","39.991086","-80.787849","CLEAN_DIRECT_I70_CANDIDATE","OH-147","directions_clear primary order begins with I-70 normalized as I-70; last usable approved numbered-highway anchor is OH-147","directions_clear","I-70 → Exit 208 → SR-149 S (2.4 miles) → Bethesda Belmont Rd / SR-147 E (0.2 mile) → Bridge St / SR-147 E (400 ft) → W Main St / SR-147 E (0.2 mile) → SR-147 E / Jefferson St (6.7 miles) → SR-147 E (11 miles) → Winding Hill Rd / CR-44 (0.9 mile) → Lease Road","true","ROUTED_DISPLAY","graph_receipt_ordered_prefix_then_solid_neutral_remainder","OH-147","yes","1","1","HELD_TRANSITION","Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.","Planning candidate only: no reviewed exact-record Google Navigate contract exists on main, so runtime remains GPS-only.","Select 1-3 exact road-occurrence waypoints, confirm the final approach by satellite, prove both I-70 directions in Google step detail, then add one exact-record contract with tests/accounting."
"ebe8e078-ab41-4151-84fb-4186772b4a07","ebe8e078-ab41-4151-84fb-4186772b4a07","ascent--west","WEST","Ascent","Ohio","Belmont","1786265812046205","Exit 208 → OH-149 → OH-147 → Tailor Ct → Country Rd → Route 5 → CR-5 → Lease Road","saved_pad_gps","saved pad reference","39.92022","-80.86322","CLEAN_DIRECT_I70_CANDIDATE","OH-147","directions_clear primary order begins with I-70 normalized as I-70; last usable approved numbered-highway anchor is OH-147","directions_clear","I-70 → Exit 208 → Route 149 S → Route 147 → Route 147 through Belmont / Centerville → County Road 5 → Mount Victory / CR-56 (3.5 miles from CR-5) → Lease Road","true","ROUTED_DISPLAY","graph_receipt_ordered_prefix_then_solid_neutral_remainder","OH-147","yes","1","1","HELD_TRANSITION","Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.","Planning candidate only: no reviewed exact-record Google Navigate contract exists on main, so runtime remains GPS-only.","Select 1-3 exact road-occurrence waypoints, confirm the final approach by satellite, prove both I-70 directions in Google step detail, then add one exact-record contract with tests/accounting."
"f90abbf8-d7a6-4437-9668-23aadb80eeef","f90abbf8-d7a6-4437-9668-23aadb80eeef","ascent--wise","WISE","Ascent","Ohio","Belmont","1787459253071652","OH-7 → I-470 → Exit 3 → Lease Road","saved_pad_gps","saved pad reference","40.046772","-80.782373","OTHER_NUMBERED_HIGHWAY_CANDIDATE","I-470","directions_clear 'Route 470' normalized as I-470 and corroborated by the current exact sequence and/or main overlay","directions_clear","SR-7 → Route 470 W → Exit 3 → left at top of ramp (approximately 0.75 mile) → Lease Road","true","PIN_ONLY","candidate_start_lacks_exact_master_last_highway_road_id_anchor","I-470","no","0","0","HELD_IDENTITY","The earliest unresolved cleaned-source blocker is an exact authoritative identity/Road Manager mapping gap.","Planning candidate only: no reviewed exact-record Google Navigate contract exists on main, so runtime remains GPS-only.","Select 1-3 exact road-occurrence waypoints, confirm the final approach by satellite, prove both highway directions where practical, then add one exact-record contract with tests/accounting."
"a2e0fe73-db17-44fd-86ce-5a0759971607","a2e0fe73-db17-44fd-86ce-5a0759971607","ascent--wright","WRIGHT","Ascent","Ohio","Belmont","1786265812046205","Exit 208 → OH-149 → OH-147 → Boyds Ridge Rd → Lease Road","saved_pad_gps","saved pad reference","40.006933","-80.845086","CLEAN_DIRECT_I70_CANDIDATE","OH-147","directions_clear primary order begins with I-70 normalized as I-70; last usable approved numbered-highway anchor is OH-147","directions_clear","I-70 → Exit 208 → Route 149 S → Route 147 → Route 147 through Belmont / Centerville (7.7 miles) → Wright turnaround → Route 147 → Boyds Ridge Rd (1.5 miles) → Lease Road","true","ROUTED_DISPLAY","graph_receipt_ordered_prefix_then_solid_neutral_remainder","OH-147","yes","1","1","HELD_IDENTITY","The earliest unresolved cleaned-source blocker is an exact authoritative identity/Road Manager mapping gap.","Planning candidate only: no reviewed exact-record Google Navigate contract exists on main, so runtime remains GPS-only.","Select 1-3 exact road-occurrence waypoints, confirm the final approach by satellite, prove both I-70 directions in Google step detail, then add one exact-record contract with tests/accounting."
"81b842b1-9f67-4be4-b94f-7a2ae402b740","81b842b1-9f67-4be4-b94f-7a2ae402b740","ascent--atmos","ATMOS","Ascent","Ohio","Guernsey","1786258360881449","I-70 → Exit 198 → Fair Rd → Waymor Rd → Lease Road","saved_pad_gps","saved pad reference","40.05752","-81.265294","CLEAN_DIRECT_I70_CANDIDATE","I-70","directions_clear primary order begins with I-70 normalized as I-70; last usable approved numbered-highway anchor is I-70","directions_clear","I-70 → Exit 198 → Fair Rd (0.5 mile) → Waymor Rd (1.1 miles) → Lease Road","true","PIN_ONLY","candidate_start_lacks_exact_master_last_highway_road_id_anchor","I-70","no","0","0","HELD_IDENTITY","The earliest unresolved cleaned-source blocker is an exact authoritative identity/Road Manager mapping gap.","Planning candidate only: no reviewed exact-record Google Navigate contract exists on main, so runtime remains GPS-only.","Select 1-3 exact road-occurrence waypoints, confirm the final approach by satellite, prove both I-70 directions in Google step detail, then add one exact-record contract with tests/accounting."
"0b76ebf9-8ed9-46a7-957d-12c2617d61df","0b76ebf9-8ed9-46a7-957d-12c2617d61df","ascent--ayers","AYERS","Ascent","Ohio","Guernsey","1786265512886177","Rainbow Rd Follow Rainbow Rd → Lease Road","saved_pad_gps","saved pad reference","40.111221","-81.394485","OTHER_NUMBERED_HIGHWAY_CANDIDATE","US-22","directions_clear primary order names US-22; normalized last usable approved anchor is US-22","directions_clear","SR-285 / US-22 intersection → East (1.2 miles) → Rainbow Rd N (0.3 mile) → Lease Road","true","PIN_ONLY","no_exact_last_interstate_us_or_state_highway","","no","0","0","HELD_IDENTITY","The earliest unresolved cleaned-source blocker is an exact authoritative identity/Road Manager mapping gap.","Planning candidate only: no reviewed exact-record Google Navigate contract exists on main, so runtime remains GPS-only.","Select 1-3 exact road-occurrence waypoints, confirm the final approach by satellite, prove both highway directions where practical, then add one exact-record contract with tests/accounting."
"6a76157e-c1c5-4624-bdf3-db996ed3aebd","6a76157e-c1c5-4624-bdf3-db996ed3aebd","ascent--betts","BETTS","Ascent","Ohio","Guernsey","1786258360881449","US-22 → Mc Coy Rd → OR → OH-513 → US-22 → Mc Coy Rd","saved_pad_gps","saved pad reference","40.105342","-81.260282","OTHER_NUMBERED_HIGHWAY_CANDIDATE","US-22","directions_clear primary order names US-22; normalized last usable approved anchor is US-22","directions_clear","US-22 E (15.4 miles from Cambridge) → McCoy Rd / CR-82 (5.6 miles) → Pad","true","ROUTED_DISPLAY","graph_receipt_ordered_prefix_then_solid_neutral_remainder","US-22","yes","3","0","HELD_TRANSITION","Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.","Planning candidate only: no reviewed exact-record Google Navigate contract exists on main, so runtime remains GPS-only.","Select 1-3 exact road-occurrence waypoints, confirm the final approach by satellite, prove both highway directions where practical, then add one exact-record contract with tests/accounting."
"0dc102c5-1640-47bf-9975-736cf684c227","0dc102c5-1640-47bf-9975-736cf684c227","ascent--brown","BROWN","Ascent","Ohio","Guernsey","1786265812046205","I-77 → Exit Turn Right Up Hill → OH-21 → Lease Road","official_pad_reference","official pad reference","40.182389","-81.413411","ALIAS_OR_SOURCE_ORDER_AMBIGUITY","OH-258","uncorroborated generic or conflicting alias 'Route 258' normalized provisionally as OH-258","directions_clear","I-77 N → Kimbolton exit → saved Route 21 N (approximately 6–7 miles) → Route 258 → Lease Road","true","PIN_ONLY","no_exact_last_interstate_us_or_state_highway","","no","0","0","HELD_TRANSITION","Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.","Fail closed: uncorroborated generic or conflicting alias 'Route 258' normalized provisionally as OH-258. Runtime remains GPS-only.","Resolve the primary-source alias/order against the exact intended road occurrence without promoting renderer or overlay labels; only then perform waypoint, satellite, and two-direction QA."
"57e1d8d2-0d6c-481f-881d-1839a72a037b","57e1d8d2-0d6c-481f-881d-1839a72a037b","ascent--coad","COAD","Ascent","Ohio","Guernsey","1786258360881449","I-70 → Exit 193 → OH-513 → Oxford Rd → Lease Road → OR → OH-1 → OH-513 / North/batesville Road./pike St → Oxford Rd → Lease Road","saved_pad_gps","saved pad reference","40.033571","-81.258135","CLEAN_DIRECT_I70_CANDIDATE","OH-513","directions_clear primary order begins with I-70 normalized as I-70; last usable approved numbered-highway anchor is OH-513","directions_clear","I-70 → Exit 193 → OH-513 S (2.2 miles) → Oxford Rd (3.0 miles) → Lease Road","true","ROUTED_DISPLAY","graph_receipt_ordered_prefix_then_solid_neutral_remainder","OH-513","yes","2","1","HELD_TRANSITION","Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.","Planning candidate only: no reviewed exact-record Google Navigate contract exists on main, so runtime remains GPS-only.","Select 1-3 exact road-occurrence waypoints, confirm the final approach by satellite, prove both I-70 directions in Google step detail, then add one exact-record contract with tests/accounting."
"852a50cf-855e-4ebc-96db-19edd085b083","852a50cf-855e-4ebc-96db-19edd085b083","ascent--cooper","COOPER","Ascent","Ohio","Guernsey","1787459253071652","OH-258 → Martha Rd → Titus → Sligo → Turkey Run → Tanglwood Ln → Lease Road","saved_pad_gps","saved pad reference","40.164905","-81.405149","OTHER_NUMBERED_HIGHWAY_CANDIDATE","OH-258","directions_clear primary order names SR-258; normalized last usable approved anchor is OH-258","directions_clear","SR-258 → Martha Rd → Titus Rd → Sligo Rd → Turkey Run Rd → Tanglwood Ln → Lease Road","true","ROUTED_DISPLAY","graph_receipt_ordered_prefix_then_solid_neutral_remainder","OH-258","yes","7","0","HELD_TRANSITION","Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.","Planning candidate only: no reviewed exact-record Google Navigate contract exists on main, so runtime remains GPS-only.","Select 1-3 exact road-occurrence waypoints, confirm the final approach by satellite, prove both highway directions where practical, then add one exact-record contract with tests/accounting."
"8a7b9669-169d-45a5-bf55-b9be5cbd51e2","8a7b9669-169d-45a5-bf55-b9be5cbd51e2","ascent--donna","DONNA","Ascent","Ohio","Guernsey","1787459253071652","OH-800 → US-22 → Skull Fork Rd → Bond Ln → OR → I-77 → Exit 47 → US-22 → Skull Fork Rd → Bond Ln → OR → I-70 → Exit 193 → OH-513 → US-22 → Skull Fork Rd → Bond Ln","saved_pad_gps","saved pad reference","40.123656","-81.252093","OTHER_NUMBERED_HIGHWAY_CANDIDATE","US-22","directions_clear primary order names US-22; normalized last usable approved anchor is US-22","directions_clear","OH-800 S (2.8 miles) → US-22 (2.8 miles) → Skull Fork Rd (3.5 miles) → Bond Ln (0.4 mile)","true","ROUTED_DISPLAY","graph_receipt_ordered_prefix_then_solid_neutral_remainder","US-22","yes","2","0","HELD_TRANSITION","Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.","Planning candidate only: no reviewed exact-record Google Navigate contract exists on main, so runtime remains GPS-only.","Select 1-3 exact road-occurrence waypoints, confirm the final approach by satellite, prove both highway directions where practical, then add one exact-record contract with tests/accounting."
"58fd9d03-e992-457e-95d3-6773c8f86b9c","58fd9d03-e992-457e-95d3-6773c8f86b9c","ascent--eggleston","EGGLESTON","Ascent","Ohio","Guernsey","1786258360881449","I-70 → Exit 186 → OH-285 → Buckeye Hiking Trail → County Home Rd → Easton Rd","saved_pad_gps","saved pad reference","40.035153","-81.413456","ALIAS_OR_SOURCE_ORDER_AMBIGUITY","US-40","directions_clear last anchor US-40 conflicts with historical-overlay last anchor OH-285","directions_clear","I-70 → Exit 186 → OH-285 N (0.4 mile) → Buckeye Hiking Trail / US-40 (0.6 mile) → County Home Rd (0.1 mile) → Easton Rd (0.9 mile) → Entrance","true","ROUTED_DISPLAY","graph_receipt_ordered_prefix_then_solid_neutral_remainder","OH-285","yes","1","1","HELD_TRANSITION","Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.","Fail closed: directions_clear last anchor US-40 conflicts with historical-overlay last anchor OH-285. Runtime remains GPS-only.","Resolve the primary-source alias/order against the exact intended road occurrence without promoting renderer or overlay labels; only then perform waypoint, satellite, and two-direction QA."
"efb704af-2dc0-4298-81c3-bad2ac13787b","efb704af-2dc0-4298-81c3-bad2ac13787b","ascent--gingerich","GINGERICH","Ascent","Ohio","Guernsey","1786265812046205","Route 70 → Exit 193 → OH-513 → OH-22 → Pad","saved_pad_gps","saved pad reference","40.091693","-81.326033","ALIAS_OR_SOURCE_ORDER_AMBIGUITY","OH-513","directions_clear last anchor OH-513 conflicts with historical-overlay last anchor US-22","directions_clear","Saved State Route 22 → Route 513 S (about 1.5 miles) → Pad","true","PIN_ONLY","candidate_start_lacks_exact_master_last_highway_road_id_anchor","OH-22","no","0","0","HELD_TRANSITION","Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.","Fail closed: directions_clear last anchor OH-513 conflicts with historical-overlay last anchor US-22. Runtime remains GPS-only.","Resolve the primary-source alias/order against the exact intended road occurrence without promoting renderer or overlay labels; only then perform waypoint, satellite, and two-direction QA."
"4d010be1-39a8-4e4e-8bc8-d2b3337964e8","4d010be1-39a8-4e4e-8bc8-d2b3337964e8","ascent--henry","HENRY","Ascent","Ohio","Guernsey","1786265812046205","US-70 → OH-513 → US-22 → Mccoy Rd → Tyson Mill Rd → OR → OH-1 → OH-800 → Mccoy Rd → Tyson Mill Rd","saved_pad_gps","saved pad reference","40.129593","-81.289909","OTHER_NUMBERED_HIGHWAY_CANDIDATE","US-22","directions_clear primary order names US-22; normalized last usable approved anchor is US-22","directions_clear","State Route 800 S (2.8 miles) → US-22 (7.9 miles southwest) → McCoy Rd (3.1 miles east) → Tyson Mill Rd (1.6 miles north) → Access Road","true","ROUTED_DISPLAY","graph_receipt_ordered_prefix_then_solid_neutral_remainder","US-22","yes","2","0","HELD_IDENTITY","The earliest unresolved cleaned-source blocker is an exact authoritative identity/Road Manager mapping gap.","Planning candidate only: no reviewed exact-record Google Navigate contract exists on main, so runtime remains GPS-only.","Select 1-3 exact road-occurrence waypoints, confirm the final approach by satellite, prove both highway directions where practical, then add one exact-record contract with tests/accounting."
"8698112a-c3b4-453e-94d0-bcf4b2476cfb","8698112a-c3b4-453e-94d0-bcf4b2476cfb","ascent--j-barr-j","J BARR J","Ascent","Ohio","Guernsey","1786258360881449","I-70 → Exit 193 → OH-513 → Oxford Rd → Lease Road","saved_pad_gps","saved pad reference","40.03226","-81.263847","CLEAN_DIRECT_I70_CANDIDATE","OH-513","directions_clear primary order begins with I-70 normalized as I-70; last usable approved numbered-highway anchor is OH-513","directions_clear","I-70 → Exit 193 → OH-513 S (2.2 miles) → Oxford Rd (3.0 miles) → Lease Road","true","ROUTED_DISPLAY","graph_receipt_ordered_prefix_then_solid_neutral_remainder","OH-513","yes","2","1","HELD_TRANSITION","Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.","Planning candidate only: no reviewed exact-record Google Navigate contract exists on main, so runtime remains GPS-only.","Select 1-3 exact road-occurrence waypoints, confirm the final approach by satellite, prove both I-70 directions in Google step detail, then add one exact-record contract with tests/accounting."
"894fffa5-bd8f-4de6-acea-6296382d9c14","894fffa5-bd8f-4de6-acea-6296382d9c14","ascent--kroby","KROBY","Ascent","Ohio","Guernsey","1786258360881449","Ohsr22 To Lodge Rd → Pad","saved_pad_gps","saved pad reference","40.122349","-81.360599","OTHER_NUMBERED_HIGHWAY_CANDIDATE","US-22","directions_clear 'SR-22' normalized as US-22 and corroborated by the current exact sequence and/or main overlay","directions_clear","OH SR-22 → Lodge Rd in Antrim → about 300 yd north → Pad","true","PIN_ONLY","no_exact_last_interstate_us_or_state_highway","","no","0","0","HELD_IDENTITY","The earliest unresolved cleaned-source blocker is an exact authoritative identity/Road Manager mapping gap.","Planning candidate only: no reviewed exact-record Google Navigate contract exists on main, so runtime remains GPS-only.","Select 1-3 exact road-occurrence waypoints, confirm the final approach by satellite, prove both highway directions where practical, then add one exact-record contract with tests/accounting."
"883420b3-07b9-4682-912e-42ba278d1132","883420b3-07b9-4682-912e-42ba278d1132","ascent--lavada","LAVADA","Ascent","Ohio","Guernsey","1786265812046205","I-70 → Exit 186 → OH-285 → OH-265 → Salem Rd → Lease Road","saved_pad_gps","saved pad reference","39.97411","-81.412098","CLEAN_DIRECT_I70_CANDIDATE","OH-265","directions_clear primary order begins with I-70 normalized as I-70; last usable approved numbered-highway anchor is OH-265","directions_clear","I-70 → Exit 186 → SR-285 S (3.4 miles) → SR-265 E (2.4 miles) → Salem Rd (0.6 mile) → Lease Road","true","ROUTED_DISPLAY","graph_receipt_ordered_prefix_then_solid_neutral_remainder","OH-265","yes","1","0","HELD_TRANSITION","Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.","Planning candidate only: no reviewed exact-record Google Navigate contract exists on main, so runtime remains GPS-only.","Select 1-3 exact road-occurrence waypoints, confirm the final approach by satellite, prove both I-70 directions in Google step detail, then add one exact-record contract with tests/accounting."
"65083627-e1a1-4688-8ed0-d279011963e2","65083627-e1a1-4688-8ed0-d279011963e2","ascent--leila","LEILA","Ascent","Ohio","Guernsey","1787459253071652","OH-22 → OH-800","saved_pad_gps","saved pad reference","40.168102","-81.2548","OTHER_NUMBERED_HIGHWAY_CANDIDATE","OH-800","directions_clear 'Route 800' normalized as OH-800 and corroborated by the current exact sequence and/or main overlay","directions_clear","State Route 22 West → Route 800 north/south landmark → Pad","true","PIN_ONLY","no_exact_last_interstate_us_or_state_highway","","no","0","0","HELD_TRANSITION","Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.","Planning candidate only: no reviewed exact-record Google Navigate contract exists on main, so runtime remains GPS-only.","Select 1-3 exact road-occurrence waypoints, confirm the final approach by satellite, prove both highway directions where practical, then add one exact-record contract with tests/accounting."
"6a46001d-bc61-4cd2-8c30-40e5366aaa69","6a46001d-bc61-4cd2-8c30-40e5366aaa69","ascent--lincoln","LINCOLN","Ascent","Ohio","Guernsey","1786258360881449","I-77 → Exit 47 → US-22E → A Right On Fairground Rd → Rhinehart Rd → Lease Road → OR → US-22","saved_pad_gps","saved pad reference","40.091674","-81.360771","OTHER_NUMBERED_HIGHWAY_CANDIDATE","US-22","directions_clear primary order names US-22; normalized last usable approved anchor is US-22","directions_clear","I-77 → Exit 47 → US-22 E (15 miles) → Fairground Rd (0.25 mile) → Rhinehart Rd (0.7 mile to lease after turn) → Lease Road","true","ROUTED_DISPLAY","graph_evidence_receipt_missing_route_retained","US-22","no","0","0","HELD_IDENTITY","The earliest unresolved cleaned-source blocker is an exact authoritative identity/Road Manager mapping gap.","Planning candidate only: no reviewed exact-record Google Navigate contract exists on main, so runtime remains GPS-only.","Select 1-3 exact road-occurrence waypoints, confirm the final approach by satellite, prove both highway directions where practical, then add one exact-record contract with tests/accounting."
"6d89d217-9479-40ea-ab0e-64937b8cebc6","6d89d217-9479-40ea-ab0e-64937b8cebc6","ascent--miller-farms","MILLER FARMS","Ascent","Ohio","Guernsey","1786265812046205","OH-22 → OH-800 / Smyrna Rd → Eest Main St → High St → OH-342 Westchester Rd → OH-342 → Martha Rd → Titus Rd → Slingo Rd → Sugartree Rd → Pad","saved_pad_gps","saved pad reference","40.174982","-81.380498","ALIAS_OR_SOURCE_ORDER_AMBIGUITY","OH-258","directions_clear last anchor OH-258 conflicts with historical-overlay last anchor OH-342","directions_clear","Saved SR-22 W (17 miles) → SR-800 / Smyrna Rd (3.3 miles) → Eest Main St (500 ft) → High St (450 ft) → SR-342 / Westchester Rd (5.2 miles) → SR-258 (3.6 miles) → Martha Rd / New Town Rd (300 ft) → Martha Rd / CR-878 (0.1 mile) → Titus Rd / CR-878 (2.2 miles) → Slingo Rd / CR-870 (1.2 miles) → Sugartree Rd / CR-84 (0.5 mile) → Pad","true","PIN_ONLY","candidate_start_lacks_exact_master_last_highway_road_id_anchor","OH-342","no","0","0","HELD_TRANSITION","Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.","Fail closed: directions_clear last anchor OH-258 conflicts with historical-overlay last anchor OH-342. Runtime remains GPS-only.","Resolve the primary-source alias/order against the exact intended road occurrence without promoting renderer or overlay labels; only then perform waypoint, satellite, and two-direction QA."
"fc8a81c6-ccd5-4d1c-9eb6-507f05317688","fc8a81c6-ccd5-4d1c-9eb6-507f05317688","ascent--mohorovich","MOHOROVICH","Ascent","Ohio","Guernsey","1786265812046205","I-70 → OH-513 → OH-265 → OH-761 → Sparrow Rd","saved_pad_gps","saved pad reference","39.951763","-81.374778","ALIAS_OR_SOURCE_ORDER_AMBIGUITY","OH-761","directions_clear last anchor OH-761 conflicts with historical-overlay last anchor OH-265","directions_clear","I-70 → Route 513 S (6.7 miles) → Route 265 W (2.4 miles) → Route 761 S (3.9 miles) → Mel Frakes / Frankfort Rd (1.4 miles combined) → Sparrow Rd → Lease Road","true","ROUTED_DISPLAY","graph_receipt_ordered_prefix_then_solid_neutral_remainder","OH-265","yes","1","1","HELD_IDENTITY","The earliest unresolved cleaned-source blocker is an exact authoritative identity/Road Manager mapping gap.","Fail closed: directions_clear last anchor OH-761 conflicts with historical-overlay last anchor OH-265. Runtime remains GPS-only.","Resolve the primary-source alias/order against the exact intended road occurrence without promoting renderer or overlay labels; only then perform waypoint, satellite, and two-direction QA."
"24ad118d-5618-49c4-a805-40b137f1ebb6","24ad118d-5618-49c4-a805-40b137f1ebb6","ascent--raber","RABER","Ascent","Ohio","Guernsey","1786258360881449","OH-800 / South/smyrna Rd → OH-513 → Hoover Rd → OR → Northeast On US-22 East/highland Ave → US-22 → OH-513 → Hoover Rd → OR → I-70 → Exit 193 → OH-513 → Hoover Rd","saved_pad_gps","saved pad reference","40.086629","-81.341006","OTHER_NUMBERED_HIGHWAY_CANDIDATE","OH-513","directions_clear primary order names OH-513; normalized last usable approved anchor is OH-513","directions_clear","OH-800 S / Smyrna Rd (2.8 miles) → OH-800 S / US-22 W (8.2 miles) → OH-513 S (2 miles) → Hoover Rd (0.9 mile) → Entrance","true","ROUTED_DISPLAY","graph_receipt_ordered_prefix_then_solid_neutral_remainder","OH-513","yes","1","1","HELD_IDENTITY","The earliest unresolved cleaned-source blocker is an exact authoritative identity/Road Manager mapping gap.","Planning candidate only: no reviewed exact-record Google Navigate contract exists on main, so runtime remains GPS-only.","Select 1-3 exact road-occurrence waypoints, confirm the final approach by satellite, prove both highway directions where practical, then add one exact-record contract with tests/accounting."
"0a2a4a64-6e64-4b7d-9652-e1a97db4fc4f","0a2a4a64-6e64-4b7d-9652-e1a97db4fc4f","ascent--rector-c","RECTOR-C","Ascent","Ohio","Guernsey","1786265812046205","OH-285 → OH-313E → Salem Rd → New Gottengen Rd → Meadowlark Rd → Lease Road","saved_pad_gps","saved pad reference","39.955552","-81.395087","CLEAN_DIRECT_I70_CANDIDATE","OH-313","directions_clear primary order begins with I-70 normalized as I-70; last usable approved numbered-highway anchor is OH-313","directions_clear","I-70 → Exit 186 → OH-285 S (7.6 miles) → OH-313 E (0.8 mile) → Salem Rd (3.1 miles) → New Gottengen Rd (1.5 miles) → Meadowlark Rd (0.8 mile) → Lease Road","true","ROUTED_DISPLAY","graph_receipt_ordered_prefix_then_solid_neutral_remainder","OH-313","yes","1","1","HELD_TRANSITION","Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.","Planning candidate only: no reviewed exact-record Google Navigate contract exists on main, so runtime remains GPS-only.","Select 1-3 exact road-occurrence waypoints, confirm the final approach by satellite, prove both I-70 directions in Google step detail, then add one exact-record contract with tests/accounting."
"49621232-da89-4960-b1b2-037a7151b28b","49621232-da89-4960-b1b2-037a7151b28b","ascent--shipman","SHIPMAN","Ascent","Ohio","Guernsey","1786258360881449","I-70 → Exit 186 → OH-285 → Buckeye Hiking Trail → County Home Rd → OR → I-77 → Exit 44A → I-70 → Exit 186 → OH-285 → Buckeye Hiking Trail → County Home Rd","saved_pad_gps","saved pad reference","40.031159","-81.432415","ALIAS_OR_SOURCE_ORDER_AMBIGUITY","US-40","directions_clear last anchor US-40 conflicts with historical-overlay last anchor OH-285","directions_clear","I-70 → Exit 186 → OH-285 N / US-40 W → Buckeye Hiking Trail (0.6 mile) → County Home Rd / CR-73 (0.3 mile) → Entrance","true","ROUTED_DISPLAY","graph_receipt_ordered_prefix_then_solid_neutral_remainder","OH-285","no","0","0","HELD_IDENTITY","The earliest unresolved cleaned-source blocker is an exact authoritative identity/Road Manager mapping gap.","Fail closed: directions_clear last anchor US-40 conflicts with historical-overlay last anchor OH-285. Runtime remains GPS-only.","Resolve the primary-source alias/order against the exact intended road occurrence without promoting renderer or overlay labels; only then perform waypoint, satellite, and two-direction QA."
"8ed9b8f8-33f6-4701-a4a4-4849d4b8c254","8ed9b8f8-33f6-4701-a4a4-4849d4b8c254","ascent--shugert-daddy","SHUGERT DADDY","Ascent","Ohio","Guernsey","1787459253071652","","saved_pad_gps","saved pad reference","40.0061875","-81.4118155","EXCLUDED_OR_INSUFFICIENT","","No usable canonical anchor is available.","written_directions","","false","PIN_ONLY","no_exact_last_interstate_us_or_state_highway","","no","0","0","INSUFFICIENT","Only unstructured written directions are available; a canonical route cannot be inferred without guessing.","Only unstructured written directions are available; a canonical route cannot be inferred without guessing.","Obtain a canonical authoritative road order; do not infer one from unstructured prose."
"eae4741b-7fb4-4bc3-8b20-26043032acda","eae4741b-7fb4-4bc3-8b20-26043032acda","ascent--slabaugh","SLABAUGH","Ascent","Ohio","Guernsey","1786265512886177","I-70 → OH-285 → OH-313 → Salem Rd → Nighthawk Rd → Lease Road","saved_pad_gps","saved pad reference","39.95541","-81.4408","CLEAN_DIRECT_I70_CANDIDATE","OH-313","directions_clear primary order begins with I-70 normalized as I-70; last usable approved numbered-highway anchor is OH-313","directions_clear","I-70 → Exit 186 → OH-285 S (7.4 miles) → OH-313 E (0.9 mile) → Salem Rd (1.4 miles) → Nighthawk Rd (0.4 mile) → Lease Road","true","ROUTED_DISPLAY","graph_receipt_ordered_prefix_then_solid_neutral_remainder","OH-313","yes","2","0","HELD_TRANSITION","Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.","Planning candidate only: no reviewed exact-record Google Navigate contract exists on main, so runtime remains GPS-only.","Select 1-3 exact road-occurrence waypoints, confirm the final approach by satellite, prove both I-70 directions in Google step detail, then add one exact-record contract with tests/accounting."
